,Name,Age,Height_in_cms,Weight_in_kgs,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,LW,CF,RW,CAM,LM,CM,RM,LWB,CDM,RWB,LB,CB,RB,GK,OVA
10291,G. Pazzini,35,180.34,76.5,ST,346,280,321,302,313,87,23,69,64,67,64,64,62,56,62,45,46,45,44,47,44,12,69
10292,J. Rezabala,20,167.64000000000001,66.60000000000001,CAM,247,281,342,246,234,122,43,53,58,57,58,58,57,54,57,49,47,49,47,43,47,13,58
10293,W. Duffy,21,187.96,69.3,CB,220,242,288,248,236,184,52,47,49,48,49,50,51,52,51,56,56,56,56,58,56,15,58
10294,Victor Méndez,20,187.96,79.2,GK,79,91,175,190,98,32,303,22,21,22,21,25,23,27,23,21,25,21,20,22,20,61,62
10295,J. Reyes,32,177.8,78.3,LB,255,261,310,246,218,184,60,49,55,51,55,53,58,56,58,64,60,64,64,59,64,17,66
10296,J. Opoku,21,195.57999999999998,78.3,LB,253,263,318,320,247,189,61,54,56,54,56,54,58,56,58,64,62,64,64,64,64,18,66
10297,E. Mas,31,180.34,80.55,LB,321,317,357,377,338,203,59,67,68,68,68,68,69,69,69,71,70,71,71,71,71,18,73
10298,Hwang Ui Jo,27,185.42,77.4,ST,347,334,369,372,310,111,47,73,72,73,72,71,71,66,71,59,57,59,57,53,57,17,73
10299,H. Traorè,20,177.8,67.5,CAM,331,350,361,329,294,176,55,68,70,70,70,71,70,68,70,64,63,64,63,59,63,17,71
10300,Sevinho Santos,19,180.34,74.25,ST,308,317,325,332,260,79,48,69,66,67,66,64,64,58,64,49,46,49,47,44,47,17,70
10301,L. Nangis,25,172.72,72.45,RW,312,290,380,276,246,50,57,65,67,66,67,66,67,60,67,49,44,49,45,35,45,18,68
10302,L. Hrádecký,30,193.04,81.45,GK,72,89,246,224,131,33,402,27,26,29,26,30,28,31,28,26,28,26,25,25,25,82,83
10303,Danny,34,177.8,67.5,CAM,336,393,348,326,334,115,40,69,74,74,74,75,74,72,74,60,60,60,55,51,55,15,76
10304,S. Hierländer,29,180.34,72.45,LWB,325,343,350,354,326,195,45,66,68,68,68,68,69,68,69,69,68,69,68,66,68,16,71
10305,Marcos Mauro,29,190.5,83.25,CB,265,258,274,300,243,206,59,54,53,53,53,53,55,58,55,64,66,64,65,69,65,18,69
10306,K. Gameiro,33,172.72,69.3,ST,373,363,405,371,343,122,38,78,78,79,78,78,77,71,77,62,60,62,60,54,60,15,79
10307,Guilherme,29,175.26,69.3,RM,317,344,426,352,328,149,62,69,74,72,74,73,73,70,73,66,64,66,65,58,65,18,74
10308,M. Olunga,26,193.04,84.15,ST,325,265,283,369,294,56,45,74,65,69,65,63,63,57,63,47,47,47,45,47,45,15,74
10309,T. Seymour,18,190.5,79.2,GK,63,63,192,177,89,27,250,19,17,19,17,20,19,21,19,17,20,17,17,20,17,50,51
10310,S. Widmer,27,182.88,78.3,RB,326,342,371,387,325,214,44,70,72,71,72,71,73,72,73,75,72,75,74,72,74,16,76
10311,M. Sætra,23,198.12,89.10000000000001,GK,92,89,236,203,115,42,307,28,26,27,26,26,26,26,26,25,26,25,25,26,25,61,62
10312,A. Origi,33,185.42,82.35000000000001,GK,91,101,270,206,133,40,321,27,29,28,29,30,29,28,29,27,27,27,27,27,27,65,66
10313,S. Shotton,19,182.88,74.25,CB,157,154,256,253,190,160,55,37,34,35,34,36,36,41,36,46,50,46,49,53,49,16,53
10314,M. Compper,34,185.42,77.4,CB,212,220,253,263,265,185,59,46,46,47,46,50,49,55,49,55,61,55,57,63,57,17,64
10315,Douglas Armeira,28,175.26,73.35000000000001,RB,305,298,359,342,323,223,48,63,65,64,65,63,66,64,66,72,70,72,72,71,72,16,74
10316,K. Friesenbichler,26,187.96,76.5,ST,285,228,314,335,233,50,54,65,58,61,58,57,56,49,56,40,37,40,38,38,38,15,65
10317,O. Urhoghide,19,187.96,75.60000000000001,CB,191,191,286,245,201,176,43,42,42,41,42,42,45,45,45,54,54,54,55,57,55,14,57
10318,Oier,30,190.5,90.45,GK,98,115,245,243,132,49,365,30,29,30,29,31,31,32,31,29,31,29,28,28,28,73,74
10319,L. Buades,22,180.34,74.25,RM,283,262,306,268,254,128,64,59,60,59,60,59,60,55,60,53,51,53,51,48,51,18,61
10320,D. Bartl,30,180.34,73.35000000000001,LM,262,295,359,323,300,160,40,60,63,62,63,62,64,60,64,61,59,61,59,57,59,14,65
10321,D. Đoković,30,190.5,85.5,CDM,310,352,319,366,340,202,48,67,67,67,67,68,69,71,69,70,72,70,69,71,69,17,71
10322,T. Denton,23,175.26,65.7,LB,256,271,366,280,269,178,49,55,59,57,59,58,60,57,60,61,58,61,61,58,61,15,62
10323,Hugo Almeida,33,190.5,93.15,ST,335,291,235,350,314,72,63,70,61,65,61,62,61,59,61,47,50,47,45,48,45,19,72
10324,V. Ayala,32,177.8,69.3,CDM,329,368,356,400,350,205,48,71,71,71,71,71,71,71,71,71,71,71,70,70,70,17,72
10325,S. Rosales,25,180.34,71.55,CAM,301,325,344,311,249,44,64,64,66,66,66,66,66,60,66,46,43,46,43,36,43,18,67
10326,A. Olsen,20,187.96,74.25,ST,328,341,373,346,293,94,46,72,72,72,72,71,71,64,71,54,52,54,51,47,51,16,72
10327,J. Ledley,33,182.88,72.45,CB,312,308,296,351,325,199,57,64,62,63,62,63,62,64,62,64,66,64,64,68,64,18,67
10328,S. Diarra,25,172.72,61.65,CM,273,307,354,340,312,200,56,61,66,66,66,67,67,69,67,68,69,68,67,66,67,17,69
10329,G. Notsuda,26,177.8,71.55,CAM,279,323,356,340,287,169,44,64,68,67,68,68,68,67,68,64,62,64,62,57,62,15,67
10330,P. Mainka,25,193.04,85.5,CB,238,234,260,301,269,224,49,52,48,50,48,50,51,57,51,64,69,64,66,73,66,16,73
10331,A. Ring,29,175.26,72.45,CDM,323,351,368,368,339,216,40,67,70,69,70,70,70,71,70,73,73,73,72,72,72,15,74
10332,U. Garcia,24,182.88,79.2,LB,263,288,355,309,265,205,58,57,63,60,63,61,65,63,65,70,67,70,70,67,70,18,72
10333,D. Iliev,25,195.57999999999998,79.2,GK,93,81,229,209,107,35,305,27,25,25,25,25,26,25,26,25,25,25,24,24,24,60,61
10334,R. Loaiza,26,180.34,69.3,CDM,267,281,309,354,315,201,60,58,61,62,61,64,65,69,65,68,71,68,67,70,67,18,72
10335,P. Onstad,42,193.04,97.2,GK,117,115,267,216,194,47,338,31,36,31,36,31,35,35,35,30,35,30,31,33,31,67,67
10336,C. N'Doye,32,193.04,89.10000000000001,CB,331,314,272,409,348,202,58,69,65,67,65,66,67,70,67,70,72,70,69,74,69,18,71
10337,Y. Méïté,24,185.42,81.45,ST,326,268,345,393,318,157,47,70,65,65,65,61,64,57,64,59,56,59,58,61,58,15,70
10338,C. John,20,180.34,77.4,CB,212,218,336,280,240,177,45,49,52,50,52,51,54,53,54,58,58,58,59,60,59,15,60
10339,A. Maisonnial,22,187.96,77.4,GK,93,90,282,227,101,45,321,31,28,29,28,27,29,26,29,28,25,28,29,27,29,64,65
10340,M. Diakhaby,23,187.96,77.4,CB,245,234,270,302,302,212,61,55,52,55,52,56,55,61,55,62,68,62,65,72,65,19,72
10341,Gabriel Paulista,29,185.42,71.55,CB,318,306,349,356,341,248,58,63,64,63,64,65,67,71,67,77,80,77,78,82,78,19,82
10342,N. Knight-Percival,33,182.88,72.45,CB,197,196,285,284,227,186,61,44,41,41,41,42,43,46,43,53,56,53,56,62,56,17,62
10343,F. Pizzini,26,177.8,73.35000000000001,RM,333,348,388,346,289,98,48,73,75,75,75,74,75,69,75,59,56,59,56,48,56,16,75
10344,Guga Rodrigues,22,167.64000000000001,62.550000000000004,CAM,269,342,368,338,326,193,55,64,67,68,67,69,67,69,67,66,67,66,65,63,65,18,69
10345,Evanilson,20,193.04,86.4,ST,327,286,329,341,252,61,51,73,68,72,68,69,65,59,65,46,43,46,43,39,43,16,73
10346,B. Kapustka,23,177.8,66.60000000000001,CAM,301,323,360,311,266,105,51,64,68,67,68,68,68,65,68,56,53,56,53,46,53,16,69
10347,Diogo Sousa,21,195.57999999999998,84.15,GK,60,69,189,184,106,35,322,24,22,24,22,25,23,26,23,21,24,21,21,23,21,65,66
10348,Sergio Tejera,30,180.34,74.25,CDM,326,352,345,357,356,197,58,68,69,69,69,70,70,70,70,69,69,69,68,67,68,17,70
10349,R. Nelson,20,180.34,74.25,RM,296,344,393,281,275,98,61,67,72,71,72,71,72,65,72,58,53,58,54,43,54,18,72
10350,M. Yepes,39,185.42,82.35000000000001,CB,200,224,220,284,297,229,54,47,39,44,39,45,41,52,41,54,66,54,58,74,58,18,74
10351,R. Marchizza,22,185.42,79.2,CB,239,234,311,269,258,207,55,50,56,53,56,54,58,58,58,66,64,66,66,67,66,17,68
10352,E. Ramaj,24,175.26,70.65,LM,275,300,373,302,258,66,61,59,61,60,61,59,61,54,61,48,45,48,46,40,46,17,62
10353,J. Price,27,170.18,68.4,CDM,257,324,329,329,319,191,57,54,60,59,60,63,63,68,63,66,70,66,65,65,65,17,71
10354,E. Hernández,37,185.42,82.35000000000001,GK,84,97,299,228,115,44,314,30,29,29,29,30,29,27,29,26,26,26,26,27,26,63,64
10355,D. Torres,30,182.88,83.25,CDM,298,313,305,367,354,214,61,63,64,65,64,66,66,70,66,69,72,69,69,72,69,19,73
10356,Fernando Fonseca,23,182.88,74.25,RB,259,289,337,304,309,206,41,58,62,61,62,61,64,63,64,69,67,69,69,68,69,15,71
10357,Guto Milazar,28,170.18,67.5,LB,250,281,362,305,262,213,53,53,58,56,58,57,61,62,61,70,67,70,70,65,70,16,72
10358,Lee Hyun Sik,24,175.26,63.45,CM,201,270,347,308,256,165,53,51,54,55,54,56,56,57,56,57,57,57,56,55,56,16,57
10359,O. Evans,23,187.96,69.3,GK,78,98,195,177,80,43,308,22,22,22,22,23,23,22,23,21,20,21,21,19,21,60,61
10360,A. Diallo,24,187.96,78.3,CB,302,317,370,303,326,236,41,62,68,66,68,69,71,72,71,76,77,76,77,78,77,16,78
10361,L. Corbin-Ong,25,182.88,79.2,LB,193,208,319,259,244,166,48,44,50,47,50,47,53,47,53,58,54,58,58,57,58,15,59
10362,T. Necid,29,190.5,83.25,ST,320,285,257,307,294,90,50,67,59,62,59,59,58,56,58,46,48,46,45,47,45,17,68
10363,M. Aramu,24,180.34,68.4,LM,302,351,361,319,262,132,48,65,68,67,68,67,68,63,68,59,55,59,56,50,56,15,68
10364,M. Awad,23,182.88,75.60000000000001,ST,257,202,303,283,205,44,60,60,55,58,55,54,53,45,53,37,32,37,36,31,36,16,60
10365,J. Zimmer,26,170.18,73.35000000000001,RWB,286,300,393,365,301,206,61,64,68,67,68,67,69,66,69,72,68,72,70,66,70,18,72
10366,Matheus Índio,22,177.8,71.55,LW,289,322,371,307,247,120,57,63,66,66,66,65,66,60,66,55,51,55,52,46,52,17,67
10367,A. Medina,22,182.88,73.35000000000001,CAM,287,290,324,279,301,158,44,62,65,65,65,66,65,64,65,58,60,58,57,57,57,14,66
10368,Alex Bergantiños,34,175.26,69.3,CDM,257,294,294,357,328,211,55,55,56,58,56,60,59,66,59,66,70,66,66,70,66,18,71
10369,R. Kurzawa,27,182.88,72.45,LM,316,347,329,333,295,189,50,65,69,68,69,69,69,69,69,67,65,67,65,60,65,17,70
10370,C. Castro,21,180.34,71.55,LB,173,197,350,222,237,151,56,44,51,47,51,47,51,44,51,53,47,53,53,50,53,16,55
10371,S. Arzamendia,22,172.72,68.4,LWB,265,319,354,316,254,214,47,58,62,60,62,60,63,62,63,68,65,68,67,63,67,16,69
10372,F. Viñas,22,180.34,79.2,ST,317,277,349,376,290,67,46,75,67,71,67,66,64,58,64,47,46,47,45,45,45,17,75
10373,T. Johnson,19,180.34,69.3,RB,162,178,326,219,212,141,56,39,43,41,43,40,44,40,44,49,45,49,49,48,49,15,51
10374,F. Menig,26,187.96,78.3,CB,233,213,302,297,257,202,56,48,50,49,50,50,53,53,53,63,62,63,64,66,64,18,66
10375,Jorge Fernandes,23,190.5,90.45,CB,222,221,209,289,230,203,35,46,41,42,41,42,44,48,44,55,60,55,57,66,57,13,66
10376,E. Latte Lath,18,180.34,74.25,ST,297,289,335,287,249,91,34,64,64,64,64,62,63,56,63,50,45,50,48,42,48,12,64
10377,Sidnei,30,185.42,79.2,CB,301,280,299,367,318,231,61,67,64,65,64,64,66,68,66,73,75,73,74,79,74,19,79
10378,G. Escobar,23,170.18,69.3,LWB,261,286,380,330,298,202,55,57,65,62,65,65,68,66,68,71,69,71,70,67,70,16,72
10379,A. Olliero,24,193.04,84.15,GK,94,97,231,223,99,45,331,30,26,27,26,25,26,24,26,24,25,24,25,27,25,66,67
10380,L. Agoume,18,185.42,74.25,CAM,263,282,309,298,295,144,57,60,62,63,62,64,62,63,62,56,58,56,55,55,55,17,63
10381,F. Balbuena,28,187.96,84.15,CB,234,223,257,326,278,227,61,53,47,50,47,50,50,57,50,63,69,63,66,75,66,19,75
10382,K. Tsimikas,24,177.8,67.5,LWB,291,354,400,367,336,214,51,66,71,69,71,70,73,70,73,75,71,75,74,70,74,17,76
10383,C. Ciano,29,175.26,72.45,LW,351,374,393,333,299,67,46,72,75,74,75,74,74,68,74,54,51,54,50,42,50,16,73
10384,M. Lauritsen,27,195.57999999999998,87.3,CB,215,199,257,262,218,175,42,45,44,44,44,45,47,50,47,55,57,55,56,60,56,14,60
10385,S. Bell,28,193.04,87.3,CB,247,232,250,304,273,218,58,52,47,48,47,49,50,56,50,62,68,62,65,73,65,19,73
10386,C. Forrester,27,180.34,67.5,CM,272,296,312,322,285,164,64,56,59,58,59,59,59,60,59,59,60,59,58,57,58,18,60
10387,A. Hack,26,193.04,87.3,CB,254,267,298,288,268,217,32,52,54,53,54,56,59,62,59,67,71,67,68,72,68,14,72
10388,J. Leiva,26,180.34,76.5,CAM,290,329,347,313,304,144,47,65,69,69,69,70,70,69,70,62,61,62,59,53,59,15,69
10389,J. Wieckhoff,19,177.8,67.5,RB,216,233,332,242,236,165,52,48,54,52,54,53,55,52,55,57,55,57,57,55,57,16,59
10390,A. Samedov,33,177.8,74.25,RM,348,385,371,357,337,149,47,72,75,74,75,75,75,72,75,65,64,65,62,58,62,17,76
10391,K. Sanson,21,172.72,63.45,LM,295,303,335,314,297,174,44,59,62,61,62,62,63,62,63,62,61,62,61,59,61,14,64
10392,L. Ravanelli,22,187.96,74.25,CB,219,204,300,286,240,201,56,49,46,47,46,45,48,48,48,58,58,58,60,65,60,17,66
10393,K. Imeri,20,172.72,72.45,CAM,280,287,342,283,290,169,60,59,61,60,61,61,61,60,61,59,59,59,59,59,59,17,60
10394,K. Sadiki,21,193.04,78.3,CB,201,181,213,283,217,174,60,41,37,38,37,37,40,42,40,50,51,50,51,57,51,17,57
10395,V. Manceau,30,175.26,69.3,RB,300,316,311,322,319,222,63,58,63,61,63,64,66,69,66,71,73,71,71,72,71,20,73
10396,M. Leitsch,22,187.96,74.25,CB,246,256,339,290,251,205,59,54,56,54,56,54,59,57,59,66,64,66,67,67,67,17,67
10397,R. Campbell,19,187.96,81.45,ST,215,187,313,311,201,54,49,53,49,49,49,46,48,39,48,38,34,38,38,36,38,13,54
10398,P. Škuletić,30,193.04,88.2,ST,301,238,270,340,284,70,45,68,59,63,59,59,57,52,57,43,44,43,42,45,42,14,68
10399,D. Ndiaye,20,193.04,78.3,GK,53,62,163,187,67,20,292,19,16,17,16,17,18,18,18,17,19,17,17,19,17,58,59
10400,Javi Mier,21,175.26,64.35000000000001,CAM,267,330,320,269,262,125,46,58,64,63,64,65,63,62,63,53,52,53,50,43,50,14,65
10401,L. Murphy,18,193.04,77.4,CB,195,190,263,255,222,173,51,41,40,40,40,40,41,42,41,50,51,50,52,58,52,15,58
10402,Nacho Díaz,19,172.72,67.5,ST,262,242,294,277,229,47,53,59,56,59,56,57,54,50,54,38,36,38,36,33,36,15,60
10403,L. Traoré,19,182.88,79.2,ST,291,280,353,371,265,69,58,68,65,66,65,63,63,56,63,49,46,49,46,44,46,17,68
10404,E. Bwomono B,21,182.88,71.55,RB,248,269,380,311,267,180,40,55,60,57,60,58,61,57,61,64,60,64,64,61,64,13,66
10405,M. Muheim,22,182.88,76.5,LWB,278,284,341,298,293,182,50,60,63,62,63,62,63,62,63,64,61,64,63,60,63,16,65
10406,C. Palmer,29,170.18,69.3,LM,279,272,352,313,260,154,40,58,59,59,59,59,59,55,59,56,54,56,54,53,54,11,59
10407,M. van de Meulenhof,20,180.34,81.45,GK,62,73,185,172,104,40,303,20,20,23,20,25,22,26,22,20,22,20,19,20,19,60,61
10408,K. Maradishvili,20,177.8,69.3,CAM,267,274,317,273,281,184,52,58,60,60,60,61,61,60,61,61,61,61,60,59,60,16,62
10409,H. Hateboer,26,185.42,71.55,RM,356,307,385,360,341,232,54,74,76,75,76,75,77,75,77,78,76,78,78,76,78,19,78
10410,J. Aude,17,180.34,65.7,LM,224,253,347,273,245,161,45,53,58,56,58,55,58,53,58,58,53,58,57,53,57,14,59
10411,M. Novick,36,170.18,64.35000000000001,CDM,222,234,299,296,276,202,60,47,49,49,49,53,53,59,53,61,67,61,62,67,62,18,68
10412,B. Eleke,24,190.5,87.3,ST,305,267,326,363,312,120,47,67,62,64,62,62,61,58,61,53,53,53,52,54,52,15,67
10413,Y. Gomis,28,180.34,75.60000000000001,ST,312,267,366,341,258,89,57,70,68,68,68,65,66,56,66,51,45,51,49,43,49,18,70
10414,P. Sagna,29,182.88,74.25,RB,259,317,357,310,283,196,38,57,61,58,61,59,62,60,62,67,64,67,66,65,66,13,68
10415,F. N'Goma,27,175.26,68.4,LM,300,311,353,342,291,148,46,64,66,66,66,66,66,63,66,60,58,60,58,55,58,15,67
10416,P. Hamel,26,187.96,75.60000000000001,ST,334,262,319,363,262,66,64,71,67,69,67,66,65,60,65,49,46,49,46,42,46,19,71
10417,M. Brouwer,27,190.5,80.55,GK,88,99,176,172,94,60,309,25,23,25,23,25,24,25,24,23,24,23,23,24,23,62,63
10418,J. Padilla,27,185.42,79.2,GK,89,90,227,216,100,43,335,27,25,26,25,27,26,27,26,24,26,24,24,25,24,67,68
10419,A. Çankaya,22,180.34,71.55,CDM,245,256,300,252,240,170,58,50,51,51,51,52,53,52,53,54,53,54,54,54,54,16,54
10420,R. Leonard,28,185.42,81.45,RWB,314,308,375,390,308,198,54,67,66,67,66,67,67,67,67,69,68,69,68,67,68,18,69
10421,J. Reine-Adélaïde,22,182.88,74.25,CAM,332,346,372,360,327,151,60,73,75,76,75,76,75,75,75,67,67,67,65,60,65,19,75
10422,A. Fukumori,27,182.88,74.25,CDM,334,357,318,360,329,213,43,67,68,68,68,68,69,70,69,71,71,71,71,70,71,15,70
10423,R. Danzé,31,182.88,72.45,CDM,318,328,314,332,315,219,47,63,65,65,65,66,66,69,66,69,71,69,69,71,69,16,70
10424,F. Honda,19,170.18,63.45,LM,238,273,325,278,255,126,46,52,58,56,58,58,59,58,59,54,54,54,52,48,52,14,58
10425,D. Aogo,32,185.42,82.35000000000001,CDM,320,365,353,359,338,218,55,64,68,67,68,68,69,70,69,73,72,73,73,72,73,17,73
10426,I. Șerban,24,177.8,72.45,CDM,204,226,294,273,243,164,59,46,48,48,48,50,50,52,50,53,56,53,53,56,53,17,57
10427,L. Morosini,24,175.26,73.35000000000001,RM,280,326,360,309,260,80,41,63,68,67,68,68,69,64,69,53,51,53,49,41,49,14,68
10428,Dani Nieto,28,175.26,62.550000000000004,CAM,271,347,408,335,281,70,63,63,71,69,71,70,71,65,71,55,51,55,50,40,50,18,71
10429,Àngel Rangel,36,177.8,81.45,CB,312,325,292,326,334,215,49,64,65,65,65,66,65,68,65,67,69,67,67,71,67,17,68
10430,J. Forster-Caskey,26,177.8,63.45,CAM,267,334,359,332,325,182,52,62,65,65,65,66,65,66,65,64,65,64,63,62,63,16,66
10431,Dória,25,187.96,81.45,CB,261,317,275,365,292,223,57,62,57,60,57,59,58,62,58,65,69,65,66,74,66,18,74
10432,F. Buntić,23,193.04,89.10000000000001,GK,62,66,155,169,82,40,340,22,18,20,18,20,19,21,19,19,23,19,19,23,19,67,68
10433,R. Brüseke,26,182.88,70.65,GK,64,66,227,198,97,32,306,23,22,23,22,23,23,22,23,21,21,21,21,22,21,61,62
10434,Alex Rubio,19,193.04,77.4,ST,254,200,293,263,233,74,49,58,50,55,50,52,48,45,48,39,40,39,39,40,39,12,58
10435,G. Esparza,27,167.64000000000001,68.4,LM,289,314,410,306,268,148,51,64,69,67,69,68,69,63,69,60,55,60,59,50,59,15,70
10436,M. Casey,19,203.2,79.2,CB,176,153,243,236,192,164,63,38,36,37,36,37,38,40,38,47,49,47,50,54,50,16,55
10437,R. Márquez,22,182.88,82.35000000000001,ST,321,242,317,316,265,56,52,68,64,65,64,63,62,55,62,44,43,44,42,41,42,15,68
10438,K. Nagato,25,172.72,72.45,LB,279,329,342,355,315,196,45,61,64,63,64,64,66,66,66,68,67,68,68,66,68,15,70
10439,L. De Bock,27,177.8,74.25,LB,264,321,331,329,317,192,55,57,59,58,59,58,61,60,61,65,63,65,65,65,65,16,67
10440,S. O'Donnell,28,182.88,88.2,RB,271,293,355,341,282,200,60,59,62,60,62,60,64,62,64,68,66,68,67,67,67,17,69
10441,N. Hauptmann,24,175.26,62.550000000000004,CAM,264,332,382,291,272,158,43,58,67,65,67,68,67,66,67,61,60,61,58,52,58,15,66
10442,V. García,26,177.8,70.65,RB,264,290,375,305,306,207,52,58,64,62,64,62,67,63,67,71,68,71,71,69,71,17,73
10443,L. Jensen,23,175.26,69.3,CM,283,275,354,313,247,136,46,60,63,63,63,63,63,62,63,58,55,58,55,49,55,15,62
10444,Núrio Fortuna,25,177.8,72.45,LWB,317,316,387,378,326,214,45,67,70,69,70,68,71,68,71,74,70,74,73,70,73,15,75
10445,A. Mehmedi,29,182.88,77.4,CF,360,352,369,350,333,122,66,74,76,76,76,76,75,71,75,62,60,62,58,54,58,21,76
10446,O. Al Khalaf,23,175.26,66.60000000000001,RB,250,272,337,294,278,172,55,54,58,56,58,58,60,58,60,60,60,60,60,59,60,16,62
10447,T. Ince,28,177.8,65.7,RW,291,350,386,291,273,90,52,65,70,69,70,69,69,64,69,55,51,55,51,41,51,16,70
10448,C. Dempsey,34,185.42,76.5,CAM,366,372,331,365,316,95,46,76,73,75,73,74,72,70,72,55,57,55,52,53,52,17,76
10449,D. Murphy,36,190.5,87.3,ST,328,294,243,340,323,70,54,66,60,63,60,61,59,58,59,46,50,46,44,48,44,18,67
10450,Cao Yunding,30,172.72,69.3,LM,324,338,388,337,301,91,58,67,71,69,71,70,71,65,71,57,54,57,54,47,54,18,72
10451,Y. Ackah,21,170.18,64.35000000000001,CDM,246,279,371,307,326,213,38,57,61,61,61,62,63,65,63,68,69,68,69,67,69,15,70
10452,S. Verdi,27,175.26,64.35000000000001,CAM,340,408,418,314,315,157,53,72,79,77,79,79,78,74,78,66,62,66,63,52,63,18,77
10453,P. Neumann,22,193.04,81.45,CB,256,243,323,273,269,204,55,54,58,56,58,57,60,58,60,66,63,66,66,67,66,17,68
10454,M. Heider,34,187.96,81.45,ST,309,284,349,376,331,160,55,66,65,65,65,64,65,62,65,63,61,63,62,62,62,17,66
10455,C. Bravo,26,167.64000000000001,63.45,RW,291,297,421,358,245,89,58,66,67,66,67,64,66,57,66,52,47,52,49,44,49,18,67
10456,J. Jeggo,28,177.8,70.65,CDM,277,309,337,311,327,194,60,60,62,62,62,64,63,65,63,65,66,65,64,62,64,17,67
10457,R. Sukuta-Pasu,28,190.5,90.45,ST,301,275,325,372,282,79,50,67,63,64,63,61,62,57,62,51,49,51,49,48,49,16,68
10458,W. Rooney,34,175.26,82.35000000000001,CM,391,402,327,376,378,152,49,77,75,77,75,77,75,77,75,64,69,64,62,64,62,17,77
10459,C. Gordon,36,193.04,82.35000000000001,GK,91,94,246,215,143,51,342,28,27,29,27,31,28,31,28,26,31,26,26,30,26,70,71
10460,A. Haidara,22,175.26,71.55,CAM,321,358,366,368,345,183,43,70,73,73,73,74,73,74,73,70,70,70,68,64,68,16,74
10461,O. Urunov,19,190.5,83.25,CAM,282,302,303,311,283,121,51,62,63,63,63,64,64,61,64,54,54,54,52,51,52,16,64
10462,A. Samaris,31,187.96,82.35000000000001,CB,326,358,296,375,367,234,49,69,67,68,67,69,67,72,67,71,76,71,72,79,72,17,77
10463,M. Barthelmé,31,175.26,72.45,RM,323,348,370,339,336,187,64,67,71,70,71,72,73,73,73,71,69,71,70,65,70,20,74
10464,Rui Costa,24,177.8,72.45,ST,310,307,348,299,285,103,45,66,68,67,68,66,66,60,66,52,50,52,49,46,49,14,66
10465,M. Nelom,29,175.26,68.4,LB,293,333,370,344,306,182,53,61,64,63,64,64,65,64,65,65,64,65,65,62,65,16,67
10466,F. Rieder,24,175.26,68.4,RM,257,305,363,325,287,178,59,57,64,62,64,64,65,64,65,65,63,65,63,58,63,18,66
10467,Alain Oyarzun,25,182.88,72.45,CAM,299,326,361,309,292,145,61,63,68,66,68,68,67,63,67,58,57,58,56,53,56,17,68
10468,Mollejo,19,175.26,62.550000000000004,LM,301,311,364,327,277,115,51,65,68,67,68,67,68,63,68,58,54,58,55,48,55,16,69
10469,Grimaldo,24,170.18,68.4,LWB,344,412,423,375,347,232,50,73,78,77,78,78,80,79,80,82,79,82,81,75,81,18,84
10470,R. van La Parra,28,180.34,71.55,RM,279,341,378,301,283,120,69,65,71,69,71,69,70,64,70,58,55,58,55,49,55,20,71
10471,V. Huerta,26,185.42,76.5,CB,198,165,241,292,232,211,57,40,34,35,34,37,38,46,38,55,61,55,59,69,59,17,69
10472,C. Ainley,22,172.72,63.45,CAM,257,278,383,319,262,158,55,58,63,61,63,63,63,61,63,59,57,59,58,53,58,16,61
10473,J. Ojala,31,190.5,85.5,CB,213,200,259,249,235,186,46,46,44,45,44,46,47,52,47,57,61,57,58,64,58,15,64
10474,P. Ankersen,29,177.8,74.25,RB,311,331,374,358,308,202,64,66,69,68,69,68,70,68,70,71,69,71,70,66,70,20,72
10475,Edgar Méndez,30,187.96,77.4,RM,356,328,335,365,332,114,60,73,72,72,72,72,72,68,72,60,59,60,57,55,57,18,73
10476,C. Palmer,18,175.26,69.3,CAM,256,285,335,263,241,141,51,54,57,55,57,56,56,53,56,52,50,52,51,48,51,15,56
10477,F. Porath,23,177.8,67.5,CAM,274,306,365,298,280,149,56,59,64,63,64,65,65,64,65,60,58,60,58,52,58,17,66
10478,Brais Méndez,23,187.96,75.60000000000001,CAM,341,373,333,349,316,142,45,72,75,75,75,75,74,72,74,64,63,64,61,56,61,16,75
10479,K. Kodro,26,190.5,79.2,ST,327,278,281,337,285,112,54,68,64,66,64,65,64,62,64,52,53,52,50,51,50,16,68
10480,A. Hutton,33,185.42,72.45,CB,274,319,322,330,320,213,59,60,62,61,62,61,64,64,64,68,69,68,68,70,68,17,69
10481,E. Frimpong,24,180.34,69.3,CDM,281,326,354,335,336,201,59,62,65,66,65,67,66,68,66,66,68,66,66,66,66,17,69
10482,B. Boutobba,21,172.72,64.35000000000001,CAM,286,319,359,226,197,53,61,60,65,63,65,63,62,54,62,43,38,43,39,29,39,16,63
10483,R. Giggs,39,177.8,70.65,CAM,380,402,337,310,358,120,32,71,78,74,78,78,77,73,77,62,63,62,57,53,57,11,78
10484,G. Johnston,21,180.34,77.4,CB,214,244,298,277,244,190,40,48,49,49,49,50,51,53,51,57,60,57,58,63,58,13,63
10485,M. Neill,25,175.26,71.55,LB,243,233,369,300,255,175,56,54,57,56,57,56,57,54,57,59,56,59,59,56,59,16,61
10486,M. Abdellaoue,31,180.34,73.35000000000001,ST,299,270,353,339,273,63,52,65,62,63,62,60,61,54,61,49,46,49,46,42,46,17,65
